ulasan,rating,kategori,nama_produk,ulasan_tokenize,ulasan_normalized,ulasan_stop_removed,ulasan_Stemmed,ulasan_clean,label
barang nya sangat bagus sekali dan snagat memuaskan,5,pertukangan,Hekter Tembak / Staples / Guntacker,"['barang', 'nya', 'sangat', 'bagus', 'sekali', 'dan', 'snagat', 'memuaskan']","['barang', 'nya', 'sangat', 'bagus', 'sekali', 'dan', 'snagat', 'memuaskan']","['barang', 'nya', 'bagus', 'snagat', 'memuaskan']","['barang', 'nya', 'bagus', 'snagat', 'muas']",barang nya bagus snagat muas,2
terima kasih gan barang sudah sampai maaf late review biarkan bintang berbicara,5,pertukangan,Hekter Tembak / Staples / Guntacker,"['terima', 'kasih', 'gan', 'barang', 'sudah', 'sampai', 'maaf', 'late', 'review', 'biarkan', 'bintang', 'berbicara']","['terima', 'kasih', 'juragan', 'barang', 'sudah', 'sampai', 'maaf', 'late', 'review', 'biarkan', 'bintang', 'berbicara']","['terima', 'kasih', 'juragan', 'barang', 'maaf', 'late', 'review', 'biarkan', 'bintang', 'berbicara']","['terima', 'kasih', 'juragan', 'barang', 'maaf', 'late', 'review', 'biar', 'bintang', 'bicara']",terima kasih juragan barang maaf late review biar bintang bicara,2
mantappppppbarang nympe dgn sehat slamthaaaa,5,pertukangan,Hekter Tembak / Staples / Guntacker,"['mantappppppbarang', 'nympe', 'dgn', 'sehat', 'slamthaaaa']","['mantappppppbarang', 'nympe', 'dengan', 'sehat', 'slamthaaaa']","['mantappppppbarang', 'nympe', 'sehat', 'slamthaaaa']","['mantappppppbarang', 'nympe', 'sehat', 'slamthaaaa']",mantappppppbarang nympe sehat slamthaaaa,2
thanks ya,3,pertukangan,Hekter Tembak / Staples / Guntacker,"['thanks', 'ya']","['terima kasih', 'ya']","['terima kasih', 'ya']","['terima kasih', 'ya']",terima kasih ya,1
hekternya sudah sampai thaaannkkss bangeedd,5,pertukangan,Hekter Tembak / Staples / Guntacker,"['hekternya', 'sudah', 'sampai', 'thaaannkkss', 'bangeedd']","['hekternya', 'sudah', 'sampai', 'thaaannkkss', 'bangeedd']","['hekternya', 'thaaannkkss', 'bangeedd']","['hekternya', 'thaaannkkss', 'bangeedd']",hekternya thaaannkkss bangeedd,2
bagus cepat murah mantab dah  ane favoritin biar gampang klo beli lagi,5,pertukangan,Hekter Tembak / Staples / Guntacker,"['bagus', 'cepat', 'murah', 'mantab', 'dah', 'ane', 'favoritin', 'biar', 'gampang', 'klo', 'beli', 'lagi']","['bagus', 'cepat', 'murah', 'mantap', 'sudah', 'saya', 'favoritin', 'biar', 'gampang', 'kalau', 'beli', 'lagi']","['bagus', 'cepat', 'murah', 'mantap', 'favoritin', 'biar', 'gampang', 'beli']","['bagus', 'cepat', 'murah', 'mantap', 'favoritin', 'biar', 'gampang', 'beli']",bagus cepat murah mantap favoritin biar gampang beli,2
thks barang sudah diterima,5,pertukangan,Hekter Tembak / Staples / Guntacker,"['thks', 'barang', 'sudah', 'diterima']","['thks', 'barang', 'sudah', 'diterima']","['thks', 'barang', 'diterima']","['thks', 'barang', 'terima']",thks barang terima,2
barang sudah diterima dengan baik terima kasih,4,pertukangan,Hekter Tembak / Staples / Guntacker,"['barang', 'sudah', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['barang', 'sudah', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['barang', 'diterima', 'terima', 'kasih']","['barang', 'terima', 'terima', 'kasih']",barang terima terima kasih,2
udah diterima barangnya gan  thanks,4,pertukangan,Hekter Tembak / Staples / Guntacker,"['udah', 'diterima', 'barangnya', 'gan', 'thanks']","['sudah', 'diterima', 'barangnya', 'juragan', 'terima kasih']","['diterima', 'barangnya', 'juragan', 'terima kasih']","['terima', 'barang', 'juragan', 'terima kasih']",terima barang juragan terima kasih,2
pesanan telah diterima lengkap dan utuh juga cepat terima kasih,5,pertukangan,Hekter Tembak / Staples / Guntacker,"['pesanan', 'telah', 'diterima', 'lengkap', 'dan', 'utuh', 'juga', 'cepat', 'terima', 'kasih']","['pesanan', 'telah', 'diterima', 'lengkap', 'dan', 'utuh', 'juga', 'cepat', 'terima', 'kasih']","['pesanan', 'diterima', 'lengkap', 'utuh', 'cepat', 'terima', 'kasih']","['pesan', 'terima', 'lengkap', 'utuh', 'cepat', 'terima', 'kasih']",pesan terima lengkap utuh cepat terima kasih,2
sudah sampai,5,pertukangan,Hekter Tembak / Staples / Guntacker,"['sudah', 'sampai']","['sudah', 'sampai']",[],[],,2
tidak cocok dengan yang   in  ,3,pertukangan,Anak / Isi Hekter Tembak,"['tidak', 'cocok', 'dengan', 'yang', 'in']","['tidak', 'cocok', 'dengan', 'yang', 'in']","['cocok', 'in']","['cocok', 'in']",cocok in,1
okkkkkkkkkkkkkkkkkkk,5,pertukangan,Anak / Isi Hekter Tembak,['okkkkkkkkkkkkkkkkkkk'],['okkkkkkkkkkkkkkkkkkk'],['okkkkkkkkkkkkkkkkkkk'],['okkkkkkkkkkkkkkkkkkk'],okkkkkkkkkkkkkkkkkkk,2
kurang bagus bahannya karena macet saat dipakai,3,pertukangan,Anak / Isi Hekter Tembak,"['kurang', 'bagus', 'bahannya', 'karena', 'macet', 'saat', 'dipakai']","['kurang', 'bagus', 'bahannya', 'karena', 'macet', 'saat', 'dipakai']","['bagus', 'bahannya', 'macet', 'dipakai']","['bagus', 'bahan', 'macet', 'pakai']",bagus bahan macet pakai,1
barang dapat dipakai dengan baik,5,pertukangan,Anak / Isi Hekter Tembak,"['barang', 'dapat', 'dipakai', 'dengan', 'baik']","['barang', 'dapat', 'dipakai', 'dengan', 'baik']","['barang', 'dipakai']","['barang', 'pakai']",barang pakai,2
barang sesuai dengan pesananrecommended seller,5,pertukangan,Anak / Isi Hekter Tembak,"['barang', 'sesuai', 'dengan', 'pesananrecommended', 'seller']","['barang', 'sesuai', 'dengan', 'pesananrecommended', 'seller']","['barang', 'sesuai', 'pesananrecommended', 'seller']","['barang', 'sesuai', 'pesananrecommended', 'seller']",barang sesuai pesananrecommended seller,2
terima kasih,5,pertukangan,Anak / Isi Hekter Tembak,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih,2
sudah diterima sesuai pesanan trims,5,pertukangan,Anak / Isi Hekter Tembak,"['sudah', 'diterima', 'sesuai', 'pesanan', 'trims']","['sudah', 'diterima', 'sesuai', 'pesanan', 'terima kasih']","['diterima', 'sesuai', 'pesanan', 'terima kasih']","['terima', 'sesuai', 'pesan', 'terima kasih']",terima sesuai pesan terima kasih,2
makasih gan barang sudah sampai tujtuan,4,pertukangan,Anak / Isi Hekter Tembak,"['makasih', 'gan', 'barang', 'sudah', 'sampai', 'tujtuan']","['terima kasih', 'juragan', 'barang', 'sudah', 'sampai', 'tujtuan']","['terima kasih', 'juragan', 'barang', 'tujtuan']","['terima kasih', 'juragan', 'barang', 'tujtuan']",terima kasih juragan barang tujtuan,2
paket sudah sampai trimakasih,5,pertukangan,Anak / Isi Hekter Tembak,"['paket', 'sudah', 'sampai', 'trimakasih']","['paket', 'sudah', 'sampai', 'terima kasih']","['paket', 'terima kasih']","['paket', 'terima kasih']",paket terima kasih,2
terima kasih,5,pertukangan,Anak / Isi Hekter Tembak,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih,2
barang bagus sesuai dengan deskripsi,5,pertukangan,Anak / Isi Hekter Tembak,"['barang', 'bagus', 'sesuai', 'dengan', 'deskripsi']","['barang', 'bagus', 'sesuai', 'dengan', 'deskripsi']","['barang', 'bagus', 'sesuai', 'deskripsi']","['barang', 'bagus', 'sesuai', 'deskripsi']",barang bagus sesuai deskripsi,2
barang dah diterima sesuai pesanan semoga sukses selalu,4,pertukangan,Anak / Isi Hekter Tembak,"['barang', 'dah', 'diterima', 'sesuai', 'pesanan', 'semoga', 'sukses', 'selalu']","['barang', 'sudah', 'diterima', 'sesuai', 'pesanan', 'semoga', 'sukses', 'selalu']","['barang', 'diterima', 'sesuai', 'pesanan', 'semoga', 'sukses']","['barang', 'terima', 'sesuai', 'pesan', 'moga', 'sukses']",barang terima sesuai pesan moga sukses,2
trimakasih brg sdh diterima dgn baik,5,pertukangan,Anak / Isi Hekter Tembak,"['trimakasih', 'brg', 'sdh', 'diterima', 'dgn', 'baik']","['terima kasih', 'barang', 'sudah', 'diterima', 'dengan', 'baik']","['terima kasih', 'barang', 'diterima']","['terima kasih', 'barang', 'terima']",terima kasih barang terima,2
sesuai dengan foto  bagus,5,pertukangan,Anak / Isi Hekter Tembak,"['sesuai', 'dengan', 'foto', 'bagus']","['sesuai', 'dengan', 'foto', 'bagus']","['sesuai', 'foto', 'bagus']","['sesuai', 'foto', 'bagus']",sesuai foto bagus,2
barang oke mantapppp,5,pertukangan,Anak / Isi Hekter Tembak,"['barang', 'oke', 'mantapppp']","['barang', 'oke', 'mantapppp']","['barang', 'oke', 'mantapppp']","['barang', 'oke', 'mantapppp']",barang oke mantapppp,2
,5,pertukangan,Anak / Isi Hekter Tembak,[],[],[],[],,2
respon cepat dan kiriman cepat thank you,5,pertukangan,Anak / Isi Hekter Tembak,"['respon', 'cepat', 'dan', 'kiriman', 'cepat', 'thank', 'you']","['respon', 'cepat', 'dan', 'kiriman', 'cepat', 'terima kasih', 'kamu']","['respon', 'cepat', 'kiriman', 'cepat', 'terima kasih']","['respon', 'cepat', 'kirim', 'cepat', 'terima kasih']",respon cepat kirim cepat terima kasih,2
proses cepat harga murah barang bagus tq boss,5,pertukangan,Anak / Isi Hekter Tembak,"['proses', 'cepat', 'harga', 'murah', 'barang', 'bagus', 'tq', 'boss']","['proses', 'cepat', 'harga', 'murah', 'barang', 'bagus', 'terima kasih', 'bos']","['proses', 'cepat', 'harga', 'murah', 'barang', 'bagus', 'terima kasih', 'bos']","['proses', 'cepat', 'harga', 'murah', 'barang', 'bagus', 'terima kasih', 'bos']",proses cepat harga murah barang bagus terima kasih bos,2
cepat rapi dan juga murah tapi gak murahan,4,pertukangan,Anak / Isi Hekter Tembak,"['cepat', 'rapi', 'dan', 'juga', 'murah', 'tapi', 'gak', 'murahan']","['cepat', 'rapi', 'dan', 'juga', 'murah', 'tapi', 'tidak', 'murahan']","['cepat', 'rapi', 'murah', 'murahan']","['cepat', 'rapi', 'murah', 'murah']",cepat rapi murah murah,2
makasih gannnnnnnnnnnnnnnnnnnn,5,pertukangan,Anak / Isi Hekter Tembak,"['makasih', 'gannnnnnnnnnnnnnnnnnnn']","['terima kasih', 'gannnnnnnnnnnnnnnnnnnn']","['terima kasih', 'gannnnnnnnnnnnnnnnnnnn']","['terima kasih', 'gannnnnnnnnnnnnnnnnnnn']",terima kasih gannnnnnnnnnnnnnnnnnnn,2
terimakasih gan barang sudah sampai dengan selamat,5,pertukangan,Anak / Isi Hekter Tembak,"['terimakasih', 'gan', 'barang', 'sudah', 'sampai', 'dengan', 'selamat']","['terima kasih', 'juragan', 'barang', 'sudah', 'sampai', 'dengan', 'selamat']","['terima kasih', 'juragan', 'barang', 'selamat']","['terima kasih', 'juragan', 'barang', 'selamat']",terima kasih juragan barang selamat,2
barang sudah sampai dan sesuai harapan,5,pertukangan,Anak / Isi Hekter Tembak,"['barang', 'sudah', 'sampai', 'dan', 'sesuai', 'harapan']","['barang', 'sudah', 'sampai', 'dan', 'sesuai', 'harapan']","['barang', 'sesuai', 'harapan']","['barang', 'sesuai', 'harap']",barang sesuai harap,2
bahan tebal dan bagus sangat ccok di hekter tembak kami gan  trims,5,pertukangan,Anak / Isi Hekter Tembak,"['bahan', 'tebal', 'dan', 'bagus', 'sangat', 'ccok', 'di', 'hekter', 'tembak', 'kami', 'gan', 'trims']","['bahan', 'tebal', 'dan', 'bagus', 'sangat', 'cocok', 'di', 'hekter', 'tembak', 'kami', 'juragan', 'terima kasih']","['bahan', 'tebal', 'bagus', 'cocok', 'hekter', 'tembak', 'juragan', 'terima kasih']","['bahan', 'tebal', 'bagus', 'cocok', 'hekter', 'tembak', 'juragan', 'terima kasih']",bahan tebal bagus cocok hekter tembak juragan terima kasih,2
terima kasih,5,pertukangan,Anak / Isi Hekter Tembak,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih,2
good qlty moga  bisa terus mempertahankan cara kerja seperti ini di masa mendatang,5,pertukangan,Anak / Isi Hekter Tembak,"['good', 'qlty', 'moga', 'bisa', 'terus', 'mempertahankan', 'cara', 'kerja', 'seperti', 'ini', 'di', 'masa', 'mendatang']","['bagus', 'qlty', 'semoga', 'bisa', 'terus', 'mempertahankan', 'cara', 'kerja', 'seperti', 'ini', 'di', 'masa', 'mendatang']","['bagus', 'qlty', 'semoga', 'mempertahankan', 'kerja']","['bagus', 'qlty', 'moga', 'tahan', 'kerja']",bagus qlty moga tahan kerja,2
mantapkualitas bagustq sukses terus,5,pertukangan,Anak / Isi Hekter Tembak,"['mantapkualitas', 'bagustq', 'sukses', 'terus']","['mantapkualitas', 'bagustq', 'sukses', 'terus']","['mantapkualitas', 'bagustq', 'sukses']","['mantapkualitas', 'bagustq', 'sukses']",mantapkualitas bagustq sukses,2
respon cepat kualitas bagus recommend,5,pertukangan,Anak / Isi Hekter Tembak,"['respon', 'cepat', 'kualitas', 'bagus', 'recommend']","['respon', 'cepat', 'kualitas', 'bagus', 'rekomendasi']","['respon', 'cepat', 'kualitas', 'bagus', 'rekomendasi']","['respon', 'cepat', 'kualitas', 'bagus', 'rekomendasi']",respon cepat kualitas bagus rekomendasi,2
barang sdh diterima thx,5,pertukangan,Anak / Isi Hekter Tembak,"['barang', 'sdh', 'diterima', 'thx']","['barang', 'sudah', 'diterima', 'terima kasih']","['barang', 'diterima', 'terima kasih']","['barang', 'terima', 'terima kasih']",barang terima terima kasih,2
thanks isi hekter sudah datang namun belum dicoba,4,pertukangan,Anak / Isi Hekter Tembak,"['thanks', 'isi', 'hekter', 'sudah', 'datang', 'namun', 'belum', 'dicoba']","['terima kasih', 'isi', 'hekter', 'sudah', 'datang', 'namun', 'belum', 'dicoba']","['terima kasih', 'isi', 'hekter', 'dicoba']","['terima kasih', 'isi', 'hekter', 'coba']",terima kasih isi hekter coba,2
kualitas barang sesuai harga recommended seller,5,pertukangan,Anak / Isi Hekter Tembak,"['kualitas', 'barang', 'sesuai', 'harga', 'recommended', 'seller']","['kualitas', 'barang', 'sesuai', 'harga', 'rekomendasi', 'seller']","['kualitas', 'barang', 'sesuai', 'harga', 'rekomendasi', 'seller']","['kualitas', 'barang', 'sesuai', 'harga', 'rekomendasi', 'seller']",kualitas barang sesuai harga rekomendasi seller,2
makasih gan barang sudah diterima,5,pertukangan,Anak / Isi Hekter Tembak,"['makasih', 'gan', 'barang', 'sudah', 'diterima']","['terima kasih', 'juragan', 'barang', 'sudah', 'diterima']","['terima kasih', 'juragan', 'barang', 'diterima']","['terima kasih', 'juragan', 'barang', 'terima']",terima kasih juragan barang terima,2
barang nya mayan buatvstok ane yg udahbmau abis hehehe,5,pertukangan,Anak / Isi Hekter Tembak,"['barang', 'nya', 'mayan', 'buatvstok', 'ane', 'yg', 'udahbmau', 'abis', 'hehehe']","['barang', 'nya', 'lumayan', 'buatvstok', 'saya', 'yang', 'udahbmau', 'habis', 'hehe']","['barang', 'nya', 'lumayan', 'buatvstok', 'udahbmau', 'habis', 'hehe']","['barang', 'nya', 'lumayan', 'buatvstok', 'udahbmau', 'habis', 'hehe']",barang nya lumayan buatvstok udahbmau habis hehe,2
sudah sampai malam ini  terima kasih,5,pertukangan,Anak / Isi Hekter Tembak,"['sudah', 'sampai', 'malam', 'ini', 'terima', 'kasih']","['sudah', 'sampai', 'malam', 'ini', 'terima', 'kasih']","['malam', 'terima', 'kasih']","['malam', 'terima', 'kasih']",malam terima kasih,2
barang sudah diterima dengan baik pelayanan yang baik dan cepat,5,pertukangan,Anak / Isi Hekter Tembak,"['barang', 'sudah', 'diterima', 'dengan', 'baik', 'pelayanan', 'yang', 'baik', 'dan', 'cepat']","['barang', 'sudah', 'diterima', 'dengan', 'baik', 'pelayanan', 'yang', 'baik', 'dan', 'cepat']","['barang', 'diterima', 'pelayanan', 'cepat']","['barang', 'terima', 'layan', 'cepat']",barang terima layan cepat,2
brang sudah diterima dan cocok,4,pertukangan,Anak / Isi Hekter Tembak,"['brang', 'sudah', 'diterima', 'dan', 'cocok']","['brang', 'sudah', 'diterima', 'dan', 'cocok']","['brang', 'diterima', 'cocok']","['brang', 'terima', 'cocok']",brang terima cocok,2
pesanan telah diterima lengkap dan utuh juga cepat terima kasih,5,pertukangan,Anak / Isi Hekter Tembak,"['pesanan', 'telah', 'diterima', 'lengkap', 'dan', 'utuh', 'juga', 'cepat', 'terima', 'kasih']","['pesanan', 'telah', 'diterima', 'lengkap', 'dan', 'utuh', 'juga', 'cepat', 'terima', 'kasih']","['pesanan', 'diterima', 'lengkap', 'utuh', 'cepat', 'terima', 'kasih']","['pesan', 'terima', 'lengkap', 'utuh', 'cepat', 'terima', 'kasih']",pesan terima lengkap utuh cepat terima kasih,2
dah sampai,5,pertukangan,Anak / Isi Hekter Tembak,"['dah', 'sampai']","['sudah', 'sampai']",[],[],,2
barang sesuai deskripsi,5,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']",barang sesuai deskripsi,2
brg sudah diterima sesuai deskripsi terima kasih,5,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['brg', 'sudah', 'diterima', 'sesuai', 'deskripsi', 'terima', 'kasih']","['barang', 'sudah', 'diterima', 'sesuai', 'deskripsi', 'terima', 'kasih']","['barang', 'diterima', 'sesuai', 'deskripsi', 'terima', 'kasih']","['barang', 'terima', 'sesuai', 'deskripsi', 'terima', 'kasih']",barang terima sesuai deskripsi terima kasih,2
barang aseli krisbow ace hardware,4,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['barang', 'aseli', 'krisbow', 'ace', 'hardware']","['barang', 'aseli', 'krisbow', 'ace', 'hardware']","['barang', 'aseli', 'krisbow', 'ace', 'hardware']","['barang', 'aseli', 'krisbow', 'ace', 'hardware']",barang aseli krisbow ace hardware,2
barang sudah di terimathx,5,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['barang', 'sudah', 'di', 'terimathx']","['barang', 'sudah', 'di', 'terimathx']","['barang', 'terimathx']","['barang', 'terimathx']",barang terimathx,2
setelah di coba tidak menancap sempurna atau mungkin karena dicoba di tempat yg lumayan keras ,3,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['setelah', 'di', 'coba', 'tidak', 'menancap', 'sempurna', 'atau', 'mungkin', 'karena', 'dicoba', 'di', 'tempat', 'yg', 'lumayan', 'keras']","['setelah', 'di', 'coba', 'tidak', 'menancap', 'sempurna', 'atau', 'mungkin', 'karena', 'dicoba', 'di', 'tempat', 'yang', 'lumayan', 'keras']","['coba', 'menancap', 'sempurna', 'dicoba', 'lumayan', 'keras']","['coba', 'tancap', 'sempurna', 'coba', 'lumayan', 'keras']",coba tancap sempurna coba lumayan keras,1
terimakasih buku nya sdh sampai,4,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['terimakasih', 'buku', 'nya', 'sdh', 'sampai']","['terima kasih', 'buku', 'nya', 'sudah', 'sampai']","['terima kasih', 'buku', 'nya']","['terima kasih', 'buku', 'nya']",terima kasih buku nya,2
sangat sesuai dengan kebutuhanku,5,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['sangat', 'sesuai', 'dengan', 'kebutuhanku']","['sangat', 'sesuai', 'dengan', 'kebutuhanku']","['sesuai', 'kebutuhanku']","['sesuai', 'butuh']",sesuai butuh,2
kiriman sampai ganmakasih,4,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['kiriman', 'sampai', 'ganmakasih']","['kiriman', 'sampai', 'ganmakasih']","['kiriman', 'ganmakasih']","['kirim', 'ganmakasih']",kirim ganmakasih,2
prodak sesuipngiriman agak lama tingktkan lagi keceptan pngiriman,3,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['prodak', 'sesuipngiriman', 'agak', 'lama', 'tingktkan', 'lagi', 'keceptan', 'pngiriman']","['produk', 'sesuipngiriman', 'sedikit', 'lama', 'tingktkan', 'lagi', 'keceptan', 'pngiriman']","['produk', 'sesuipngiriman', 'tingktkan', 'keceptan', 'pngiriman']","['produk', 'sesuipngiriman', 'tingktkan', 'keceptan', 'pngiriman']",produk sesuipngiriman tingktkan keceptan pngiriman,1
barang agak telat dtg nyamudah mudahn bermanfaatawet,5,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['barang', 'agak', 'telat', 'dtg', 'nyamudah', 'mudahn', 'bermanfaatawet']","['barang', 'sedikit', 'telat', 'datang', 'nyamudah', 'mudahn', 'bermanfaatawet']","['barang', 'telat', 'nyamudah', 'mudahn', 'bermanfaatawet']","['barang', 'telat', 'nyamudah', 'mudahn', 'bermanfaatawet']",barang telat nyamudah mudahn bermanfaatawet,2
barang udah sampai dan sesuai gan,4,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,"['barang', 'udah', 'sampai', 'dan', 'sesuai', 'gan']","['barang', 'sudah', 'sampai', 'dan', 'sesuai', 'juragan']","['barang', 'sesuai', 'juragan']","['barang', 'sesuai', 'juragan']",barang sesuai juragan,2
